序 号,出货条码,品名,规格,单位,:销售数量,售价,:销售金额,:毛利,:毛利率％,:成本金额,商品库存,最新货商
10324,6941864900539,桂馨茗牌西山毛尖50克,,罐,1,18.8,18.8,6.3,33.51,12.5,5,1003
10325,6941864900553,桂馨茗牌易拉罐观音王50克,,罐,4,11,41.5,14.3,34.46,27.2,6,1003
10326,6941864900591,桂馨茗牌尊品观音王50克,,罐,2,14.3,23.8,4.8,20.17,19,7,1003
10327,6941864900607,桂馨茗牌飘香碧螺春150克,,包,4,19.5,74.7,22.7,30.39,52,12,1003
10328,6941864900614,桂馨茗牌安溪观音王150克,,包,2,18.7,37.4,12.4,33.15,25,14,1003
10329,6941864900645,桂馨茗牌嫩芽碧螺春250克,,包,1,31.8,31.8,9.8,30.82,22,7,1003
10330,6941864900652,桂馨茗牌珍品铁观音250克,,包,2,27.5,45.6,18.6,40.79,27,7,1003
10331,6941864900737,桂馨茗牌陈年普洱茶40克,,罐,2,15,27.5,7.5,27.27,20,8,1003
10332,6941864900744,桂馨茗牌宫廷普洱茶100克,,罐,2,29.2,53.1,14.1,26.55,39,10,1003
10333,6941864900751,桂馨茗牌南糯樟香普洱150克,,罐,1,47.2,47.2,15.7,33.26,31.5,5,1003
10334,6941864900768,桂馨茗勐海陈年普洱200克,,罐,3,72,187.2,43.2,23.08,144,3,1003
10335,6941864900805,桂馨茗牌金赛凌螺春150克,,包,1,23.2,23.2,7.7,33.19,15.5,13,1003
10336,6941864900843,桂馨茗牌大红袍75克,,包,1,20.5,14.8,3,20.27,11.8,4,1003
10337,6941864900881,桂馨茗牌PC盒铁观音125克,,盒,3,21.8,65.4,21.6,33.03,43.8,3,1003
10338,6941871150002,鲁花葵花仁油5L,*4瓶,瓶,13,89.9,1168.7,46.8,4,1121.9,4,1064
10339,6941889401400,快活林粒粒橙500ML,500ML*15瓶,瓶,7,2.6,18.2,3.5,19.23,14.7,23,1013
10340,6941889401424,快活林粒粒椰果500ML,500ML*15瓶,瓶,13,2.6,33.8,6.5,19.23,27.3,289,1013
10341,6941889401523,快活林粒粒菠萝500ML,500ML*15瓶,瓶,235,2.6,270.2,21.5,7.96,248.7,114,1013
10342,6941889402315,快活林粒粒明珠果500ML,500ML*15瓶,瓶,159,2.6,167,33.3,19.94,133.7,-1,1013
10343,6941889403824,快活林摇摇变菠萝味水果饮料320ML,1*12,瓶,1,3.3,3.3,0.6,18.18,2.7,0,1013
10344,6941889405071,快活林蜂蜜柠檬饮料500ML,1*15,瓶,141,2.6,142.6,29.8,20.9,112.8,106,1013
10345,6941889405699,快活林清爽蜂蜜甜橙饮料500ML,1*12,瓶,684,2.8,684,136.8,20,547.2,24,1013
10346,6941926666328,绵之绵绣花毛巾,,条,2,10.5,21,5,23.81,16,2,2066
10347,6941970900089,京府珍品二锅头46%V500ML,1*6,瓶,84,16.8,963.9,263.9,27.38,700,9,1087
10348,6942153791449,万宝超晶华炒锅34CM,,个,3,49,147,42,28.57,105,-1,2046
10349,6942168201131,得牛0113新潮印花平脚裤2条/盒,,盒,1,22,20,8.8,44,11.2,6,2050
10350,6942168201568,得牛全棉内裤0156,,盒,3,27,81,46.5,57.41,34.5,18,2050
10351,6942168202619,得牛0261男仕全棉印花平脚裤,,盒,2,20,40,9,22.5,31,5,2050
10352,6942168202626,得牛0262男仕全棉印花平脚裤,,盒,1,20,20,8.8,44,11.2,6,2050
10353,6942168202633,得牛0263男仕全棉印花平脚裤,,盒,4,20,80,35.2,44,44.8,1,2050
10354,6942168202657,得牛0265男仕全棉净色平脚裤,,盒,1,20,20,8.8,44,11.2,10,2050
10355,6942168202671,得牛0267男仕色织平脚裤2条/盒,,盒,3,20,53.8,15.9,29.55,37.9,7,2050
10356,6942168202701,得牛男仕色底印花不脚裤0270,1*120,盒,3,20,60,26.4,44,33.6,1,2050
10357,6942168202732,男仕鸿运印花全棉平脚裤,,盒,3,20,60,13.5,22.5,46.5,2,2050
10358,6942168202794,得牛木代尔纤维平脚裤0279,,盒,2,26,52,11,21.15,41,2,2050
10359,6942168202800,得牛莱卡棉平脚裤0280,,盒,2,25,50,16,32,34,7,2050
10360,6942168202817,得牛莱卡棉平脚裤0281,,盒,2,25,50,21,42,29,11,2050
10361,6942168202824,得牛竹纤平脚裤0282,,盒,3,25,75,16.5,22,58.5,8,2050
10362,6942168202831,得牛竹纤平脚裤0283,,盒,1,25,25,5.5,22,19.5,8,2050
10363,6942168202855,得牛竹纤平脚裤0285,,盒,2,26,52,11,21.15,41,3,2050
10364,6942168202862,得牛竹纤平脚裤0286,,盒,5,26,130,27.5,21.15,102.5,7,2050
10365,6942168202879,得牛竹纤平脚裤0287,,盒,4,26,104,40,38.46,64,6,2050
10366,6942168202886,得牛竹纤维平脚裤0288,,盒,2,26,52,11,21.15,41,4,2050
10367,6942168202893,得牛竹纤维三角裤0289,,盒,1,20,20,4.5,22.5,15.5,8,2050
10368,6942168202954,得牛男仕三角裤,,盒,3,20,60,13.5,22.5,46.5,5,2050
10369,6942168202961,得牛男仕莱卡棉高级内裤0296,1*120,盒,4,20,80,18,22.5,62,3,2050
10370,6942168203005,得牛男仕莱卡棉高级内裤0300,1*120,盒,2,20,40,14,35,26,2,2050
10371,6942168203135,英文根全棉男仕三角裤,,盒,3,20,60,18.5,30.83,41.5,8,2050
10372,6942168203159,得牛0315男内裤2条/盒,,盒,4,20,80,28,35,52,3,2050
10373,6942168203227,得牛0322男仕精梳棉内裤,,盒,1,15,15,4,26.67,11,0,2050
10374,6942168203234,得牛男仕色底印花全棉内裤0323,1*120,盒,2,15,30,7,23.33,23,5,2050
10375,6942168203272,得牛0327男仕色织全棉内裤2条/盒,,盒,1,15.5,15.5,4.5,29.03,11,2,2050
10376,6942168203302,得牛净色全棉三角裤0330,,盒,1,15,15,3.5,23.33,11.5,7,2050
10377,6942168203883,得牛男仕鸿运红平脚裤0388,1*120,盒,1,20,20,4.5,22.5,15.5,0,2050
10378,6942168221016,多款男仕沙滩裤,,条,7,18,96,19,19.79,77,34,2050
10379,6942168260039,卡梦奴吊带衣,,件,1,12,12,5,41.67,7,20,2050
10380,6942168270076,得牛男仕纯棉三角裤,,盒,37,14.5,325.6,29.6,9.09,296,18,2050
10381,6942321011010,琴华桂林米粉1000克,,袋,14,13.3,186.2,186.2,100,0,-205,5051
10382,6942321066010,琴华白砂糖454克,454克*20包,包,7,7.8,54.6,9.1,16.67,45.5,13,1053
10383,6942321066027,琴华冰糖454克,454克*20包,包,17,8.2,139.4,25.5,18.29,113.9,15,1053
10384,6942321066034,琴华单晶冰糖227克,227克*20包,包,9,4.6,41.4,7.2,17.39,34.2,24,1053
10385,6942321066041,琴华冰片糖500克,500克*20包,包,7,8.8,61.6,10.5,17.05,51.1,6,1053
10386,6942321066058,琴华黄片糖500克,500克*20包,包,7,8.8,61.6,10.5,17.05,51.1,9,1053
10387,6942321066072,琴华赤沙糖454克,454克*20包,包,7,6.3,44.1,7.7,17.46,36.4,7,1053
10388,6942321088173,琴华精选黄小米(糯)500g,1*32,包,16,7.6,121.6,121.6,100,0,-476,5077
10389,6942321088180,琴华精选小麦500g,1*32,包,1,4.8,4.8,4.8,100,0,-88,5077
10390,6942321088197,琴华精选黑芝麻300g,1*32,包,12,11.3,135.6,135.6,100,0,-298,5077
10391,6942321088203,琴华精选红小豆500g,1*32,包,7,14.3,100.1,100.1,100,0,-275,5077
10392,6942321088210,琴华精选红米500g,1*32,包,1,6.5,6.5,6.5,100,0,-89,5077
10393,6942321088234,琴华精选花生仁400g,1*32,包,16,9.5,152,152,100,0,-278,5077
10394,6942321088241,琴华精选荞麦500g,1*32,包,4,14.2,40.8,40.8,100,0,-68,5077
10395,6942321088265,琴华精选莲子160g,1*32,包,2,20.5,41,41,100,0,-19,5077
10396,6942321088272,琴华精选东北黄豆450g,1*32,包,10,7.5,75,75,100,0,-420,5077
10397,6942321088289,琴华精选绿豆500g,1*32,包,9,10.8,97.2,97.2,100,0,-391,5077
10398,6942321088296,琴华精选黑豆450g,1*32,包,17,14,238,238,100,0,-259,5077
10399,6942321088302,琴华精选燕麦500g,1*32,包,3,6.3,18.9,18.9,100,0,-101,5077
10400,6942321088319,琴华精选糙米500g,1*32,包,2,6.5,13,13,100,0,-129,5077
10401,6942321088326,琴华精选土意米450g,1*32,包,16,28.7,459.2,459.2,100,0,-427,5077
10402,6942321088333,琴华精选糯米500g,1*32,包,4,7.5,30,30,100,0,-91,5077
10403,6942321088340,琴华精选黑米500g,1*32,包,4,14.5,58,58,100,0,-303,5077
10404,6942321088357,琴华精选燕麦片400g,1*24,包,7,5.3,37.1,37.1,100,0,-134,5077
10405,6942321088364,琴华精选玉米片350g,1*24,包,3,4.3,12.9,12.9,100,0,-68,5077
10406,6942321088371,琴华精选大西米450g,1*32,包,5,6.9,34.5,34.5,100,0,-121,5077
10407,6942321088388,琴华精选糯玉米500g,1*32,包,4,6.3,25.2,25.2,100,0,-117,5077
10408,6942321088395,琴华精选碎玉米500g,1*32,包,2,4.9,9.8,9.8,100,0,-210,5077
10409,6942321088401,琴华精选开边绿豆500g,1*32,包,5,10.8,54,54,100,0,-66,5077
10410,6942321088449,琴华清选香糯红豆八宝粥500g,1*32,包,36,8.2,243.9,243.9,100,0,-412,5077
10411,6942321088456,琴华真空十米粥500g,1*32,包,19,6.8,129.2,129.2,100,0,-193,5077
10412,6942321099025,琴华开心果85克,,瓶,1,17.8,17.8,3.5,19.66,14.3,17,1053
10413,6942321099049,琴华乌梅140克,,瓶,2,7.8,15.6,3,19.23,12.6,2,1053
10414,6942321099056,琴华华山话梅100克,,瓶,8,5.8,46.4,12.8,27.59,33.6,15,1053
10415,6942321099063,琴华咸话梅85克,,瓶,8,5.8,46.4,11.3,24.35,35.1,43,1053
10416,6942321099070,琴华甜榄130克,,瓶,3,5.8,17.4,4.8,27.59,12.6,75,1053
10417,6942321099087,琴华甘草榄100克,,瓶,5,5.8,29,5.5,18.97,23.5,12,1053
10418,6942321099094,琴华雪花半梅130克,,瓶,1,7.8,7.8,1.5,19.23,6.3,3,1053
10419,6942321099117,琴华冰糖金桔125克,,瓶,1,5.8,5.8,1.1,18.97,4.7,7,1053
10420,6942321099124,琴华酸酸钙片130克,,瓶,3,5.8,17.4,3.3,18.97,14.1,2,1053
10421,6942321099148,琴华情人梅140克,,瓶,1,7.8,7.8,1.5,19.23,6.3,12,1053
10422,6942321099155,琴华话梅皇80克,,瓶,2,5.8,11.6,2.2,18.97,9.4,12,1053
10423,6942321099162,琴华美味晶晶薯仔130克,,瓶,1,5.8,5.8,1.1,18.97,4.7,5,1053
10424,6942321600030,竹神三花酒400ML,1*20,包,708,1,708,247.8,35,460.2,517,1070
10425,6942323910021,兴特棉拖鞋002,,对,1,12.5,12.5,3.5,28,9,3,2088
10426,6942323910045,兴特棉拖鞋004,,对,1,18,18,2.1,11.67,15.9,8,2088
10427,6942323910052,兴特棉拖鞋005,,对,2,11.5,23,11.2,48.7,11.8,4,2088
10428,6942323910069,兴特棉拖鞋006,,对,6,15,90,25.8,28.67,64.2,17,2088
10429,6942323910076,兴特棉拖鞋007,,对,5,15.9,79.5,22,27.67,57.5,15,2088
10430,6942323910083,兴特棉拖鞋008,,对,1,15,15,4.3,28.67,10.7,16,2088
10431,6942323910090,兴特棉拖鞋009,,对,2,17.5,35,10.2,29.14,24.8,15,2088
10432,6942323910106,兴特棉拖鞋010,,对,2,6.9,13.8,2.8,20.29,11,7,2088
10433,6942323910113,兴特棉拖鞋011,,对,7,20.9,146.3,42,28.71,104.3,13,2088
10434,6942323910120,兴特棉拖鞋012,,对,3,22,66,24.3,36.82,41.7,17,2088
10435,6942323910144,兴特棉拖鞋014,,对,2,11.5,23,7,30.43,16,7,2088
10436,6942323910175,兴特拖鞋017,,对,2,15.9,31.8,8.8,27.67,23,9,2088
10437,6942323910199,兴特拖鞋019,,对,312,9.9,1928.8,212.8,11.03,1716,33,2088
10438,6942323910212,兴特拖鞋021,,对,3,11.9,35.7,10.2,28.57,25.5,11,2088
10439,6942323910229,兴特棉拖鞋022,,对,5,5.9,29.5,7.5,25.42,22,2,2088
10440,6942323910236,兴特拖鞋023,,对,5,19.9,99.5,24.5,24.62,75,17,2088
10441,6942323910243,兴特拖鞋024,,对,1,16.9,16.9,4.9,28.99,12,8,2088
10442,6942323910267,兴特拖鞋026,,对,4,11.9,47.6,13.6,28.57,34,5,2088
10443,6942323910281,兴特拖鞋028,,对,6,14.9,89.4,26.4,29.53,63,13,2088
10444,6942323910298,兴特棉拖鞋029,,对,5,19.8,99,29,29.29,70,12,2088
10445,6942323910304,兴特棉拖鞋030,,对,8,15.9,127.2,35.2,27.67,92,10,2088
10446,6942323910809,元真木面拖,,双,6,18.9,113.4,23.4,20.63,90,1,2088
10447,6942323910816,元真竹面拖,,双,5,22.9,114.5,23.5,20.52,91,4,2088
10448,6942323910823,元真柒面拖,,双,2,22.9,45.8,9.4,20.52,36.4,3,2088
10449,6942323910830,元真童木拖,,双,1,14.9,14.9,3.1,20.81,11.8,8,2088
10450,6942323910847,元真穴位拖,,双,4,19,76,15.6,20.53,60.4,2,2088
10451,6942357184894,男士运动袜033,,对,10,3.5,27.5,11.67,42.44,15.83,1,1087
10452,6942467400365,多尔水杯0036,,个,4,3.9,15.6,4.4,28.2,11.2,10,2048
10453,6942467422107,多尔红叶果盘大,,个,7,11.5,60.1,4.1,6.82,56,102,2048
10454,6942467450964,甲克虫爱国心皂盒5096,,个,1,3.5,3.5,0.9,25.71,2.6,7,2048
10455,6942467451008,甲克虫花之语带盖皂盒5100,,个,2,3.9,7.8,2.2,28.2,5.6,8,2048
10456,6942467451282,甲克虫口杯玫瑰花系列5128,,个,4,3.5,14,3.6,25.71,10.4,6,2048
10457,6942467451572,甲克虫口杯玫瑰花系列5157,,个,1,3.9,3.9,1.1,28.2,2.8,5,2048
10458,6942562600059,有点贵100%野生蓝莓汁饮料301ML,1*20,瓶,6,12.5,75,17.4,23.2,57.6,13,1161
10459,6942588910217,鑫峰卷筒背心垃圾袋021,450*600*40,卷,2,7.5,15,3.8,25.33,11.2,3,2045
10460,6942597516820,锦生鱼露500ml,1*12,瓶,2,6.6,13.2,2.2,16.67,11,3,1110
10461,6942597517537,锦生酱油700ml,1*20,瓶,9,5.6,50.4,8.1,16.07,42.3,2,1110
10462,6942597526614,锦生味极鲜380ml,1*12,瓶,2,5.6,11.2,6.8,60.71,4.4,5,1110
10463,6942607707828,椰威果肉椰子汁245ML,245ML*15瓶,瓶,23,2.7,53.1,3.54,6.67,49.56,43,1086
10464,6942616500052,真丽斯橄榄油补水霜50克,,瓶,1,19.8,19.8,4.95,25,14.85,8,2010
10465,6942616500212,真丽斯玫瑰油嫩肤乳230ML,,瓶,2,20.8,41.6,10.4,25,31.2,1,2010
10466,6942616500380,真丽斯橄榄净白洁面乳100ML,,瓶,5,22.8,114,28.5,25,85.5,11,2010
10467,6942616500458,真丽斯男士去油抗痘洁面乳120克,,瓶,4,25,100,25,25,75,6,2010
10468,6942616500731,真丽斯熏衣草营养液230ML,,瓶,2,19.8,39.6,9.9,25,29.7,3,2010
10469,6942616501554,真丽斯玫瑰润白洁面乳100克,,瓶,1,25,25,6.25,25,18.75,1,2010
10470,6942616501707,真丽斯玫瑰活肤精华霜50克,,瓶,2,35,70,17.5,25,52.5,3,2010
10471,6942616502049,真丽斯薰依草去屑洗发乳500ML,,瓶,2,29.8,59.6,14.9,25,44.7,-4,2010
10472,6942616502056,真丽斯橄榄洗发露500ML,,瓶,13,29.8,266.4,-24.15,-9.07,290.55,28,2010
10473,6942616502063,真丽斯核桃仁洗发露500ML,,瓶,2,29.8,59.6,14.9,25,44.7,3,2010
10474,6942616502094,真丽斯核桃仁沐浴露500ML,,瓶,19,22.8,433.2,108.3,25,324.9,35,2010
10475,6942616502193,真丽斯锁色护卷弹力素300ML,,瓶,6,28,168,42,25,126,8,2010
10476,6942616502285,真丽斯薰依草去屑洗发乳750ML,,瓶,46,45,1225.2,-327.3,-26.71,1552.5,29,2010
10477,6942616502445,真丽斯薰衣草收缩水100ML,,瓶,18,26.8,384.4,22.6,5.88,361.8,21,2010
10478,6942616502483,真丽斯薰衣草细致毛孔洁面乳100ML,,瓶,4,22.8,91.2,22.8,25,68.4,11,2010
10479,6942616502780,真丽斯薰衣草护发素500ML,,瓶,14,15,210,52.5,25,157.5,0,2010
10480,6942616502810,真丽斯保湿营养倒膜亮500克,,瓶,4,25,100,25,25,75,22,2010
10481,6942616503022,真丽斯男士爽定型啫喱水195ML,,瓶,5,18.5,92.5,23.6,25.51,68.9,29,2010
10482,6942628020012,陈村珍品桶装拉面(红烧牛肉)110克,110克*12桶,桶,2,3.2,6.4,1.1,17.19,5.3,19,1086
10483,6942628020364,陈村炒河粉90克(红烧牛肉),90克*12碗,碗,1,4.8,4.8,0.6,12.5,4.2,10,1086
10484,6942628030097,陈村拉面(红烧牛肉)95克*5包,8组,组,8,6.8,54.4,13.46,24.74,40.94,11,1086
10485,6942628030103,陈村拉面(香菇炖鸡)95克*5包,8组,组,2,6.8,13.6,2.04,15,11.56,11,1086
10486,6942628030158,陈村拉面(酸菜牛肉)95克*5包,8组,组,1,6.8,6.8,1.02,15,5.78,6,1086
10487,6942628030165,陈村拉面(老坛酸菜)95克*5包,8组,组,3,6.8,20.4,3.06,15,17.34,12,1086
10488,6942715489298,灿兴隐形袜929,,对,3,2.6,7.8,3.9,50,3.9,0,1087
10489,6942865829416,浪莎连裤袜10D8736,,包,1,9,12.5,6.67,53.33,5.83,5,1087
10490,6942865829478,浪莎包芯丝娟感觉加裆连裤袜,1*6,对,2,12.5,25,14,56,11,2,1087
10491,6942865855255,浪莎包芯丝连裤袜AL6611,,条,7,8.5,59.5,21,35.29,38.5,2,1087
10492,6942910300136,百世兴酒鬼花生60克,*80袋,袋,95,2.5,196.5,16,8.14,180.5,12,1057
10493,6942910300143,百世兴酒鬼花生100克,*60袋,袋,9,3.8,34.2,5.13,15,29.07,15,1057
10494,6942910300334,百世兴孜然味酒鬼花生60克,60克*80袋,袋,35,2.4,70.8,4.3,6.07,66.5,23,1057
10495,6942910300358,百世兴辣子鸡酒鬼花生60克,60克*80袋,袋,85,2.4,174,12.5,7.18,161.5,22,1057
10496,6942920070012,鼎峰英式茶点110克(花生仁味),110克*24袋,袋,116,5.5,406,7.3,1.8,398.7,57,1085
10497,6942920070029,鼎峰英式茶点330克（花生仁味）,330克*8袋,袋,1,14.8,14.8,4.9,33.11,9.9,14,1085
10498,6942920070036,鼎峰英式茶点110克（紫米味）,110克*24袋,袋,97,5.5,341.5,6.1,1.79,335.4,73,1085
10499,6942980800048,娃哈哈呦呦奶味原味500ML,*15瓶,瓶,80,4,320,40,12.5,280,87,1029
10500,6942980800277,娃哈哈呦呦奶茶(香芋味)500ML,500ML*15瓶,瓶,24,4,96,12,12.5,84,68,1029
10501,6943002212122,妙味轩酒鬼鱼50克***,50克*,包,592,2.5,1073.3,66.9,6.23,1006.4,3,1034
10502,6943024700065,神祝提花童巾065,,条,1,5,5,2.3,46,2.7,9,2052
10503,6943124806223,康乐珍珠皂盒622,,个,1,4.3,4.3,1.8,41.86,2.5,9,2045
10504,6943124806247,康乐皂盒KL-624,,个,1,3.8,3.8,1.5,39.47,2.3,5,2045
10505,6943124807572,康乐757皂盒,200*50,个,5,5.5,25.4,7.4,29.13,18,8,2045
10506,6943124812286,康乐密封防漏228杯,,只,1,4.9,4.9,1.7,34.69,3.2,6,2045
10507,6943124812385,康乐口杯KL238,,个,2,4.9,9.8,3.4,34.69,6.4,8,2045
10508,6943124817267,美乐漱口杯726,,个,3,5.2,15.6,7.5,48.08,8.1,11,2045
10509,6943124820311,康乐儿童盖杯KL-2031,,个,3,3.9,11.7,5.7,48.72,6,5,2045
10510,6943124828126,康乐双层饭盒ML-2812,,个,2,11.8,23.6,9.2,38.98,14.4,3,2045
10511,6943124828171,康乐双色饭勺003,,个,1,3.3,3.3,1.3,39.39,2,10,2045
10512,6943124828195,康乐牙具盒112,,个,2,3.9,7.8,2.8,35.9,5,11,2045
10513,6943124828379,美乐乖乖锚带盖口杯2837,,个,29,5.9,106,10.3,9.72,95.7,25,2045
10514,6943143301006,赖茅五年53度500ML,500ML*6瓶,瓶,4,65,260,60,23.08,200,4,1066
10515,6943265401301,维特燕薰衣草亮发发造型发腊120克,120克,瓶,3,25,75,18.6,24.8,56.4,20,2005
10516,6943309000019,西王玉米胚芽油5L,1*4,瓶,81,89.9,7073.9,248.4,3.51,6825.5,99,1185
10517,6943309000033,西王玉米胚芽油2.5L,1*6,瓶,1,45.9,45.9,2.9,6.32,43,9,1185
10518,6943309000071,西王玉米胚芽油1.8L,1*6,瓶,18,33.9,610.2,37.8,6.19,572.4,62,1185
10519,6943309000699,西王玉米胚芽油4L,1*4,瓶,23,69.9,1387.7,18.7,1.35,1369,43,1185
10520,6943309000750,西王玉米胚芽油1L,1*12,瓶,39,19.9,776.1,46.8,6.03,729.3,29,1185
10521,6943312100287,桂山锌强化加碘盐500克,1*40,包,114,2.5,285,25.65,9,259.35,39,1122
10522,6943312100294,桂山硒碘强化盐500克,1*40,袋,69,2.5,172.5,15.53,9,156.98,50,1122
10523,6943312100300,桂山钙强化营养盐500克,1*40,袋,48,3,144,15.12,10.5,128.88,227,1122
10524,6943312100331,桂山低钠营养盐250克,250克*40,包,45,2,90,8.55,9.5,81.45,74,1122
10525,6943312530367,友好豪华桶3036,3036,个,12,14.5,174,78,44.83,96,-1,1087
10526,6943312530381,友好豪华桶3038,3038,个,2,15,24.9,7.3,29.32,17.6,1,1087
10527,6943312557166,友好阳光桶NO：5716,5716,个,4,9.5,38,12,31.58,26,8,1087
10528,6943312557197,友好阳光桶:5719,*,个,1,11.5,11.5,5,43.48,6.5,-5,2048
10529,6943312557234,友好豪华桶5723,5723,个,10,14.5,145,67,46.21,78,5,1087
10530,6943312568346,博士桶34,,个,2,12.9,25.8,10.8,41.86,15,2,1087
10531,6943379900110,开心牛酸酸乳草莓味250ml,1*24,盒,44,1,44,8.8,20,35.2,62,5007
10532,6943379900134,开心牛酸酸乳原味250ml,1*24,盒,47,1,47,9.4,20,37.6,68,5007
10533,6943379900493,依利冬瓜茶250ML,1*24,盒,22,1,22,4.4,20,17.6,53,5007
10534,6943379901018,浓一点酸乳味饮料原味（苗条型）250ml,1*24,盒,516,1.8,519.2,43.8,8.44,475.4,34,5007
10535,6943379901032,浓一点酸乳味饮料草莓味（苗条型）250ml,1*24,盒,507,1.8,509.4,43.6,8.56,465.8,48,5007
10536,6943379901070,浓一点酸酸乳饮料原味250ml,1*24,盒,49,1.5,58.8,9.8,16.67,49,36,5007
10537,6943379901094,浓一点酸酸乳饮料草莓味250ml,1*24,盒,112,1.5,136.5,24.5,17.95,112,41,5007
10538,6943379901506,浓一点花生牛奶250ml,1*24,盒,157,1.5,235.5,78.5,33.33,157,17,5007
10539,6943379901520,浓一点菊花茶250ml,1*24,盒,43,1,43,17.2,40,25.8,16,5007
10540,6943379901674,浓一点花生牛奶350ml,1*20,瓶,4,2.5,10,2,20,8,5,5007
10541,6943379903890,开心牛营养早餐奶250ml,1*24,盒,110,1,110,22,20,88,2,5007
10542,6943379904316,浓一点红枣牛奶250ml,1*16,盒,4,2.8,11.2,2,17.86,9.2,11,5007
10543,6943379904323,浓一点苹果醋500ml,1*15,瓶,133,4.6,399.3,23.7,5.94,375.6,50,5007
10544,6943379904330,浓一点梅子醋500ml,1*15,瓶,3,4.6,13.8,5.4,39.13,8.4,19,5007
10545,6943379904347,浓一点草莓醋500ml,1*15,瓶,5,4.6,23,4,17.39,19,22,5007
10546,6943379904552,浓一点红枣醋500ML,1*15,盒,4,4.8,19.2,4,20.83,15.2,14,5007
10547,6943379904613,浓一点蓝莓醋500ml,1*15,盒,5,4.8,24,5,20.83,19,39,5007
10548,6943379904682,浓一点健仔奶250ML,1*24,盒,3,1.8,5.4,1.2,22.22,4.2,2,5007
10549,6943379905016,浓一点特浓花生牛奶250ml,1*24,盒,2,1.8,3.6,0.8,22.22,2.8,25,5007
10550,6943379905245,浓一点花生牛奶1.5L,1*6,瓶,1,9.6,9.6,2.1,21.87,7.5,9,5007
10551,6943412500109,金日礼装晶莹胶杯0010,1*50,包,2,3.2,6.4,1.4,21.87,5,13,2059
10552,6943412500192,欧雅贺年版健康胶杯170ML,,包,1,6.5,6.5,1.7,26.15,4.8,2,2059
10553,6943412500208,金日碗0431,,包,3,3,9,3,33.33,6,3,2059
10554,6943412500215,金日胶碗0432,350,包,4,5.3,20.1,4.9,24.38,15.2,42,2059
10555,6943412500222,金日胶碗0433,350CC,包,2,6.8,13.6,2.8,20.59,10.8,34,2059
10556,6943412500239,金日一次性筷子0023,30对装,包,9,5.2,46.8,14.4,30.77,32.4,4,2059
10557,6943412500246,金日一次性筷子0024,40对装,包,14,4.8,67.2,21,31.25,46.2,8,2059
10558,6943412500253,汇雅20只庄一次性胶碗0025,,包,1,7.2,7.2,1.9,26.39,5.3,32,2059
10559,6943412500260,欧雅0026一性筷子,,包,13,3.5,45.5,13,28.57,32.5,4,2059
10560,6943412500277,欧雅一次性筷子0027,,包,27,3.5,89.1,32.4,36.36,56.7,85,2059
10561,6943412500284,欧雅180ML航空杯0139,,个,2,7,14,4,28.57,10,9,2059
10562,6943412500307,金日一次性纸碟155MM,0030,个,9,3.9,35.1,9.9,28.21,25.2,23,2059
10563,6943412500314,金日一次性纸碟180MM,0031,包,17,5.9,100.3,27.2,27.12,73.1,16,2059
10564,6943412500321,金日一次性纸碟0032,,包,7,6.9,48.3,13.3,27.54,35,8,2059
10565,6943412500338,金日一次性纸碟0033,,包,25,4.9,122.5,32.5,26.53,90,20,2059
10566,6943412500345,欧雅一次性纸碟0034,,包,9,5.5,49.5,10.8,21.82,38.7,42,2059
10567,6943412500352,金日一次性纸碟260*195,,包,22,5.2,114.4,30.8,26.92,83.6,35,2059
10568,6943412500369,汇雅一次性纸碗350ML0036,,包,19,4.9,99.5,31.1,31.26,68.4,16,2059
10569,6943412500376,金日一次性纸碗6寸,0038,包,2,7.5,15,4.4,29.33,10.6,26,2059
10570,6943412500390,金日一次性纸碗0039,7寸,包,11,7.8,85.8,22.5,26.22,63.3,12,2059
10571,6943412500536,汇雅一次性手套0453,,包,5,3.5,17.5,5,28.57,12.5,0,2059
10572,6943412500574,金日大号保鲜袋0057,30*40,卷,5,9.5,47.5,14.5,30.53,33,3,2059
10573,6943412500741,汇雅背心保鲜袋25*38,,卷,3,7.9,23.7,6.9,29.11,16.8,15,2059
10574,6943412500796,欧雅次一性套装餐具0079,,包,4,3.8,15.2,5.2,34.21,10,20,2059
10575,6943412500895,汇雅300支心形木棉签0089,,包,2,4.8,9.6,2.6,27.08,7,1,2059
10576,6943412500932,欧雅彩色垃圾袋70*65,0093,卷,2,11,22,7,31.82,15,15,2059
10577,6943412500949,欧雅彩色垃圾袋50*45,,卷,1,8.2,8.2,2.2,26.83,6,14,2059
10578,6943412500956,欧雅彩色垃圾袋50*45,0095,卷,16,5.9,94.4,25.6,27.12,68.8,7,2059
10579,6943412501038,欧雅0343保鲜袋,,卷,4,6.5,26,9.6,36.92,16.4,29,2059
10580,6943412501045,欧雅大号垃圾袋70*65,0344,卷,3,10.9,32.7,9.3,28.44,23.4,-10,2059
10581,6943412501069,欧雅小号垃圾袋0346,45*50,卷,2,4.9,9.8,2.6,26.53,7.2,0,2059
10582,6943412501137,欧雅条形1*50胶杯170ML0113,,条,46,2.2,86.4,17.4,20.14,69,40,2059
10583,6943412501830,欧雅超柔扫把0183,,把,6,8,48,12,25,36,0,2059
10584,6943412501885,欧雅竹骨牙签0188单尖,,包,5,3.8,19,6.5,34.21,12.5,7,2059
